id,region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,price,year2,odometer2,year3,odometer3,year4,odometer4
4382,225,2013,16,1,7,3.0,81912,2.0,2,1,3,1.0,11,33.0,8198,4052169,6709575744,8157016197,549594768342528,16420073604561,8124918517054050304
4383,225,2012,35,2,1,4.0,82480,3.0,2,2,3,1.0,4,33.0,4881,4048144,6802950400,8144865728,561107348992000,16387469844736,-9060098076268494848
4384,12,1966,0,1,2,4.0,107934,2.0,0,0,3,6.0,2,15.0,40287,3865156,11649748356,7598896696,1257403939056504,14939430904336,6589428242157841424
4385,316,2009,5,0,2,4.0,353896,4.0,1,1,2,12.0,9,26.725070166749216,3023,4036081,125242378816,8108486729,44322776893467136,16289949838561,5920988837326688256
4386,342,2013,0,1,7,4.0,65623,2.0,1,2,3,12.0,4,19.0,18791,4052169,4306378129,8157016197,282597451959367,16420073604561,98148516219989025
4387,23,2014,34,1,7,4.0,128315,2.0,1,2,0,3.0,2,24.0,10624,4056196,16464739225,8169178744,2112673013655875,16452725990416,-5613523358389673615
4388,46,2012,34,0,7,4.0,62987,4.0,1,2,2,11.0,2,26.725070166749216,10408,4048144,3967362169,8144865728,249892240938803,16387469844736,-2706781493697167055
4389,332,2009,25,1,2,4.0,120448,2.0,1,1,2,11.0,4,34.0,14497,4036081,14507720704,8108486729,1747425943355392,16289949838561,7559775214465187840
4390,119,2003,23,5,7,4.0,258921,2.0,2,2,2,11.0,3,26.725070166749216,1527,4012009,67040084241,8036054027,17358085651763961,16096216216081,-6632658944754048223
4391,305,2013,13,0,7,4.0,106330,2.0,1,2,3,3.0,0,18.0,10594,4052169,11306068900,8157016197,1202174306137000,16420073604561,-1300014544419651312
4392,231,2008,25,1,2,4.0,152705,2.0,1,0,2,11.0,0,34.0,2651,4032064,23318817025,8096384512,3560899953802625,16257540100096,8811649307852853761
4393,335,2019,13,1,7,4.0,84041,4.0,1,2,2,12.0,4,18.0,7920,4076361,7062889681,8230172859,593572311680921,16616719002321,-5455821575152373087
4394,50,2016,3,5,7,4.0,59671,4.0,1,2,2,11.0,8,42.0,1385,4064256,3560628241,8193540096,212466247768711,16518176833536,-5768670603102797535
4395,280,2012,25,1,2,4.0,97023,2.0,1,0,2,11.0,4,39.0,8848,4048144,9413462529,8144865728,913322374951167,16387469844736,-3620443583660682239
4396,342,2010,34,1,7,4.0,163173,1.0,1,2,2,11.0,4,26.725070166749216,1765,4040100,26625427929,8120601000,4344550951458717,16322408010000,7937137601410267633
4397,108,2004,13,1,7,4.0,182205,2.0,1,2,2,12.0,11,8.0,6669,4016016,33198662025,8048096064,6048962214265125,16128384512256,-4653484172395996335
4398,116,2019,25,0,2,4.0,25006,1.0,1,0,1,11.0,4,34.0,22904,4076361,625300036,8230172859,15636252700216,16616719002321,391000135021601296
4399,61,2000,13,2,2,4.0,171225,2.0,2,2,2,11.0,11,26.725070166749216,12329,4000000,29318000625,8000000000,5019974657015625,16000000000000,-7451810816848535327
4400,324,2012,14,1,7,4.0,151172,2.0,2,2,3,11.0,4,48.0,13832,4048144,22852973584,8144865728,3454729722640448,16387469844736,5749567567134359808
4401,160,2013,13,1,7,4.0,154656,2.0,1,2,2,11.0,4,26.725070166749216,9270,4052169,23918478336,8157016197,3699136185532416,16420073604561,244539624705228800
4402,213,2014,35,2,1,4.0,67656,2.0,0,0,3,1.0,2,37.0,16096,4056196,4577334336,8169178744,309684131836416,16452725990416,2505245549815009280
4403,16,2015,23,1,7,4.0,104784,4.0,1,2,2,12.0,4,18.0,17625,4060225,10979686656,8181353375,1150495486562304,16485427050625,-8573689452022398976
4404,256,2018,16,0,7,4.0,37616,2.0,1,2,3,11.0,11,12.0,13611,4072324,1414963456,8217949832,53225265360896,16583822760976,2002121581815463936
4405,306,2010,29,2,7,4.0,103571,2.0,1,2,2,11.0,4,10.0,5241,4040100,10726952041,8120601000,1111001149838411,16322408010000,4387035647656755985
4406,274,2010,35,1,1,4.0,125525,2.0,2,1,3,1.0,4,18.0,24940,4040100,15756525625,8120601000,1977837879078125,16322408010000,8460426813057469617
4407,112,2016,29,0,7,4.0,149880,2.0,2,2,3,11.0,0,39.0,5239,4064256,22464014400,8193540096,3366906478272000,16518176833536,6569852973249466368
4408,54,2008,5,5,2,4.0,165620,4.0,1,1,2,12.0,4,42.0,4547,4032064,27429984400,8096384512,4542954016328000,16257540100096,-3912462837848256256
4409,172,2008,13,1,2,4.0,135469,2.0,1,1,3,12.0,11,26.725070166749216,17123,4032064,18351849961,8096384512,2486106762366709,16257540100096,4749003664283772433
4410,314,2008,13,1,1,3.0,66582,2.0,1,0,3,6.0,4,3.0,13571,4032064,4433162724,8096384512,295168840489368,16257540100096,1206187663753548560
4411,65,2016,17,1,2,3.0,18867,2.0,1,1,3,1.0,0,37.0,51177,4064256,355963689,8193540096,6715966920363,16518176833536,126710147886488721
4412,122,2016,13,1,2,4.0,115808,2.0,1,1,3,12.0,3,39.0,9172,4064256,13411492864,8193540096,1553158165594112,16518176833536,-4599299895972593664
4413,340,2003,16,5,7,4.0,272210,2.0,1,1,3,12.0,9,19.0,4433,4012009,74098284100,8036054027,20170293914861000,16096216216081,-6574027401133571568
4414,172,2015,20,2,7,4.0,78103,2.0,1,2,2,3.0,11,21.0,9422,4060225,6100078609,8181353375,476434439598727,16485427050625,317470888560271649
4415,109,2012,29,1,7,3.887042178526604,88209,2.0,1,2,2,11.0,2,42.0,5911,4048144,7780827681,8144865728,686339028913329,16387469844736,5201047180287182913
4416,337,2013,16,1,2,4.0,175358,2.0,1,2,2,8.0,0,28.0,7664,4052169,30750428164,8157016197,5392333581982712,16420073604561,4804884510137278480
4417,206,2018,13,1,1,3.0,1333,2.0,2,1,3,1.0,2,12.0,73447,4072324,1776889,8217949832,2368593037,16583822760976,3157334518321
4418,269,2014,34,2,7,4.0,131957,2.0,2,2,0,12.0,2,26.725070166749216,8343,4056196,17412649849,8169178744,2297721036124493,16452725990416,8052469584526896945
4419,304,2014,13,2,1,4.0,163429,2.0,1,1,3,1.0,3,19.0,7641,4056196,26709038041,8169178744,4365031378002589,16452725990416,-6050305799087395343
4420,328,2000,35,1,2,4.0,138339,2.0,1,0,2,5.0,8,33.0,7723,4000000,19137678921,8000000000,2647487364252219,16000000000000,-2684126990903308079
4421,79,2007,13,2,1,4.0,190429,1.0,1,2,3,8.0,4,11.0,3832,4028049,36263204041,8084294343,6905565682323589,16225178746401,5301138085820564945
4422,3,2016,13,0,1,3.0,27924,2.0,1,1,3,6.0,9,45.0,29224,4064256,779749776,8193540096,21773732745024,16518176833536,608009713172050176
4423,246,2010,34,1,2,4.0,197366,4.0,1,2,3,11.0,2,34.0,6230,4040100,38953337956,8120601000,7688064499023896,16322408010000,4729523870167025424
4424,293,2012,13,0,2,4.0,185135,2.0,1,0,3,6.0,11,7.0,23260,4048144,34274968225,8144865728,6345496242335375,16387469844736,-5818173892651652799
4425,340,2010,22,0,7,4.0,198190,4.0,1,2,0,5.0,9,19.0,1860,4040100,39279276100,8120601000,7784759730259000,16322408010000,-6664971251571125744
4426,244,2010,23,1,7,4.0,133290,2.0,1,2,2,11.0,11,32.0,9120,4040100,17766224100,8120601000,2368060010289000,16322408010000,2044069518358432528
4427,324,2011,2,5,7,4.0,139822,2.2066036342148028,2,2,3,8.545981681193677,11,48.0,6161,4044121,19550191684,8132727331,2733546901640248,16354914662641,-5171630666757828080
4428,338,2016,13,2,1,4.0,13538,2.0,2,0,3,1.0,0,29.0,21098,4064256,183277444,8193540096,2481210036872,16518176833536,33590621479173136
4429,213,1997,35,5,1,4.0,135053,2.0,1,0,3,12.0,2,37.0,10294,3988009,18239312809,7964053973,2463273912793877,15904215784081,631138417779541393
4430,72,2012,22,1,7,4.0,47982,2.0,1,2,2,12.0,4,50.0,5150,4048144,2302272324,8144865728,110467630650168,16387469844736,5300457853856360976
4431,247,2012,35,1,2,4.0,97731,2.0,1,2,3,7.0,7,33.0,15542,4048144,9551348361,8144865728,933462826668891,16387469844736,-1005464855370371759
4432,128,2017,13,1,2,3.0,158148,2.0,1,1,3,6.0,4,48.0,26233,4068289,25010789904,8205738913,3955406401737792,16550975387521,-1649686884096425728
4433,323,2012,34,1,7,4.0,47692,4.0,1,2,2,11.0,4,30.0,2963,4048144,2274526864,8144865728,108476735197888,16387469844736,5173472455057674496
4434,186,2011,16,1,1,4.0,245250,2.0,1,2,3,6.0,2,26.725070166749216,4185,4044121,60147562500,8132727331,14751189703125000,16354914662641,2167436244334133264
4435,181,2017,13,1,7,4.0,38057,2.2066036342148028,1,2,0,8.545981681193677,2,8.0,14710,4068289,1448335249,8205738913,55119294571193,16550975387521,2097674993495892001
4436,310,2006,17,2,1,3.0,182687,2.0,2,1,3,6.0,9,19.0,17509,4024036,33374539969,8072216216,6097094583316703,16192865729296,7055273719805424001
4437,264,2012,13,1,2,4.0,98831,2.0,1,2,0,11.0,0,33.0,4921,4048144,9767566561,8144865728,965338370790191,16387469844736,3171636155017608641
4438,72,2010,21,1,1,4.0,150470,2.0,1,1,3,12.0,4,50.0,8017,4040100,22641220900,8120601000,3406824508823000,16322408010000,-3883950221270635248
4439,271,2003,1,5,7,3.887042178526604,206126,2.0,2,2,0,11.0,2,32.0,4226,4012009,42487927876,8036054027,8757866621368376,16096216216081,-2556904027358186992
4440,240,2017,14,1,7,4.0,122271,2.0,2,2,0,3.0,2,37.0,8403,4068289,14950197441,8205738913,1827975591308511,16550975387521,2147474640368329089
4441,259,2013,23,1,7,4.0,97187,2.0,1,2,0,11.0,4,28.0,9497,4052169,9445312969,8157016197,917961631518203,16420073604561,-3019783286188163119
4442,108,2014,20,1,7,4.0,164217,2.0,1,2,2,11.0,0,8.0,2697,4056196,26967223089,8169178744,4428476474006313,16452725990416,7808102257222188897
4443,16,2011,13,2,3,4.0,76419,2.0,0,0,3,1.0,0,18.0,22969,4044121,5839863561,8132727331,446276533468059,16354914662641,-2789481736323502511
4444,123,2001,13,1,1,3.0,180981,2.0,2,1,3,6.0,11,26.725070166749216,22305,4004001,32754122361,8012006001,5927873819016141,16032024008001,2921375364206220593
4445,172,2007,25,1,2,4.0,159957,2.0,2,2,3,11.0,11,26.725070166749216,5843,4028049,25586241849,8084294343,4092698487440493,16225178746401,9019729375684632241
4446,217,2016,34,1,7,4.0,63409,2.0,2,2,0,11.0,2,45.0,8908,4064256,4020701281,8193540096,254948647526929,16518176833536,-2280705282674510655
4447,67,1993,13,2,7,4.0,84011,2.0,2,2,0,3.0,4,1.0,10834,3972049,7057848121,7916293657,592936878493331,15777173258401,-5527012122025424207
4448,257,2011,35,1,7,4.0,67841,1.0,1,2,3,11.0,11,32.0,5442,4044121,4602401281,8132727331,312231505304321,16354914662641,2735353477640889345
4449,367,2012,13,1,2,4.0,134828,2.0,1,2,2,8.0,0,21.0,22023,4048144,18178589584,8144865728,2450982876431552,16387469844736,-1580274063258636032
4450,6,2011,25,1,7,4.0,139709,2.0,1,0,0,11.0,9,26.725070166749216,5883,4044121,19518604681,8132727331,2726924741377829,16354914662641,-6405696854745472175
4451,87,2014,3,2,7,4.0,161711,2.0,1,2,0,11.0,2,36.0,5662,4056196,26150447521,8169178744,4228815019068431,16452725990416,1316374821321635649
4452,269,2014,35,2,7,4.0,184362,2.0,2,2,3,0.0,0,18.0,8272,4056196,33989347044,8169178744,6266343999725928,16452725990416,-6869164166230213872
4453,65,2004,5,1,2,3.887042178526604,89280,2.0,1,1,3,12.0,4,26.725070166749216,12293,4016016,7970918400,8048096064,711643594752000,16128384512256,8195307918329905152
4454,113,2012,25,1,2,4.0,107397,2.0,1,1,0,11.0,4,42.0,16507,4048144,11534115609,8144865728,1238729414059773,16387469844736,3908614365810579569
4455,39,2012,29,1,7,4.0,18235,2.0,1,2,3,11.0,4,33.0,16749,4048144,332515225,8144865728,6063415127875,16387469844736,110566374856800625
4456,213,2012,13,2,1,4.0,93003,2.0,1,1,3,12.0,4,37.0,7472,4048144,8649558009,8144865728,804434843511027,16387469844736,1027877456217837617
4457,136,2013,18,2,2,4.0,3705,4.0,1,0,2,5.0,2,26.725070166749216,19465,4052169,13727025,8157016197,50858627625,16420073604561,188431215350625
4458,304,2014,13,1,2,4.0,41005,2.0,0,0,2,8.0,0,19.0,42055,4056196,1681410025,8169178744,68946218075125,16452725990416,2827139672170500625
4459,193,2014,20,1,7,4.0,97681,4.0,1,2,0,11.0,4,32.0,6975,4056196,9541577761,8169178744,932030857272241,16452725990416,-1192014199337984959
4460,348,2014,27,0,7,4.0,133862,2.0,2,2,3,11.0,9,47.0,5206,4056196,17919035044,8169178744,2398677869059928,16452725990416,7497167655037704464
4461,23,2011,25,1,1,4.0,78070,2.0,1,0,3,9.0,4,24.0,18363,4044121,6094924900,8132727331,475830786943000,16354914662641,254621389220906768
4462,213,1983,35,2,1,4.0,168672,2.0,1,0,3,1.0,11,37.0,16391,3932289,28450243584,7797729087,4798759485800448,15462896779521,-2240379254287106048
4463,256,2011,25,1,2,4.0,44792,2.0,1,2,2,11.0,4,12.0,17078,4044121,2006323264,8132727331,89867231641088,16354914662641,4025333039667613696
4464,159,1996,13,5,1,4.0,268847,2.0,1,0,3,9.0,3,4.0,4671,3984016,72278709409,7952095936,19431914188481423,15872383488256,3783260970862021953
4465,278,2006,22,1,2,4.0,110008,4.0,2,2,2,5.0,0,8.0,7094,4024036,12101760064,8072216216,1331290421120512,16192865729296,-1121355943051128832
4466,306,2013,25,0,2,4.0,139253,2.0,1,2,3,11.0,4,10.0,19703,4052169,19391398009,8157016197,2700310346947277,16420073604561,7091435269258131761
4467,193,2004,16,2,7,4.0,178942,2.0,1,2,3,11.0,2,26.725070166749216,3177,4016016,32020239364,8048096064,5729765672272888,16128384512256,-7721939199879766000
4468,298,2007,6,1,7,4.0,93522,1.0,2,2,0,11.0,11,39.0,6112,4028049,8746364484,8084294343,817977499272648,16225178746401,2711915392138379792
4469,59,2008,21,5,1,4.0,206132,2.0,2,1,3,6.0,3,24.0,2359,4032064,42490401424,8096384512,8758631426331968,16257540100096,-2346706050874830592
4470,123,2017,22,1,7,4.0,158694,4.0,1,2,2,11.0,11,39.0,6217,4068289,25183785636,8205738913,3996515677719384,16550975387521,7033760453875169552
4471,193,2005,23,2,2,4.0,163473,2.0,1,2,2,12.0,3,32.0,2473,4020025,26723421729,8060150125,4368557920304817,16160601000625,-5281749968683163583
4472,326,2018,14,1,7,4.0,151117,2.0,1,2,2,12.0,11,18.0,4106,4072324,22836347689,8217949832,3450960353718613,16583822760976,4989941709028195473
4473,93,2013,34,1,7,4.0,33243,2.0,1,2,3,11.0,4,29.0,19946,4052169,1105097049,8157016197,36736741199907,16420073604561,1221239487708508401
4474,316,2010,28,5,2,4.0,135695,1.0,1,2,3,11.0,4,22.0,3889,4040100,18413133025,8120601000,2498570085827375,16322408010000,7002074469573721537
4475,27,1998,35,2,1,4.0,98693,2.0,2,0,3,1.0,2,46.0,15515,3992004,9740308249,7976023992,961300242018557,15936095936016,2639884416989687921
4476,231,2001,13,1,1,3.0,90920,2.0,1,0,3,1.0,0,34.0,34394,4004001,8266446400,8012006001,751585306688000,16032024008001,-5452840210765246464
4477,122,2012,13,1,2,4.0,28549,4.0,1,0,2,11.0,0,39.0,10520,4048144,815045401,8144865728,23268731153149,16387469844736,664299005691250801
4478,350,2012,21,1,1,4.0,89182,2.0,1,1,3,12.0,4,2.0,15993,4048144,7953429124,8144865728,709302716136568,16387469844736,7916802609362752528
4479,188,2012,13,1,1,3.0,206756,2.0,1,1,3,6.0,8,16.0,7107,4048144,42748043536,8144865728,8838414489329216,16387469844736,1167562858505773312
4480,256,2012,13,2,1,4.0,86624,2.0,1,0,3,5.0,4,12.0,6664,4048144,7503717376,8144865728,650002013978624,16387469844736,965542237755670528
4481,342,2018,28,2,2,4.0,26035,2.0,2,0,3,12.0,2,26.725070166749216,20663,4072324,677821225,8217949832,17647075592875,16583822760976,459441613060500625
4482,0,2015,35,1,1,4.0,63969,2.0,1,1,3,6.0,11,18.0,24236,4060225,4092032961,8181353375,261763256482209,16485427050625,-1702010319799124095
4483,230,2019,13,2,1,3.0,64425,2.0,1,1,3,1.0,4,26.725070166749216,58006,4076361,4150580625,8230172859,267401156765625,16616719002321,-1219424549084160991
4484,162,1998,35,2,2,4.0,205924,2.0,1,2,2,12.0,4,26.725070166749216,23417,3992004,42404693776,7976023992,8732144161129024,15936095936016,8823879086506631424
4485,266,2005,5,2,2,4.0,184258,0.0,1,1,3,12.0,11,28.0,1936,4020025,33951010564,8060150125,6255745304501512,16160601000625,8972985746847397904
4486,123,2003,23,1,2,4.0,125637,2.0,1,0,3,8.0,4,39.0,2627,4012009,15784655769,8036054027,1983136796849853,16096216216081,-9099059286108741263
4487,65,2018,13,1,1,4.0,24907,4.0,1,1,3,1.0,4,37.0,34013,4072324,620358649,8217949832,15451272870643,16583822760976,384844853389105201
4488,311,2005,25,1,2,4.0,178194,2.0,1,1,2,11.0,4,38.0,19010,4020025,31753101636,8060150125,5658212192925384,16160601000625,-6311460547879462384
4489,26,2000,3,2,7,3.887042178526604,169267,2.0,1,2,2,11.0,0,13.0,3783,4000000,28651317289,8000000000,4849722523557163,16000000000000,-9205500921979513199
4490,45,2016,17,1,2,3.0,68667,2.0,1,1,3,6.0,8,34.0,41327,4064256,4715156889,8193540096,323775678096963,16518176833536,3785960414174606705
4491,50,2004,5,1,2,4.0,101598,2.0,1,2,2,12.0,4,42.0,4438,4016016,10322153604,8048096064,1048710161859192,16128384512256,-4133609417687120880
4492,213,2006,5,5,7,4.0,152277,2.0,2,1,2,12.0,4,37.0,8365,4024036,23188284729,8072216216,3531042433677933,16192865729296,2740970535597606577
4493,212,2004,35,1,2,4.0,204542,2.0,2,2,2,11.0,9,26.725070166749216,3520,4016016,41837429764,8048096064,8557511558788088,16128384512256,-2070157744774307824
4494,44,2012,20,1,7,4.0,75593,2.0,1,2,0,11.0,2,24.0,9813,4048144,5714301649,8144865728,431961204552857,16387469844736,-4240244811654984031
4495,241,2012,35,0,1,4.0,81620,2.0,1,0,3,5.0,11,12.0,5910,4048144,6661824400,8144865728,543738107528000,16387469844736,7486416189016256768
4496,24,2012,13,1,7,4.0,174026,2.0,1,2,2,11.0,4,26.725070166749216,4575,4048144,30285048676,8144865728,5270385880889576,16387469844736,-5153030377788227824
4497,324,2007,25,1,1,4.0,140984,2.0,0,0,3,9.0,4,26.725070166749216,4749,4028049,19876488256,8084294343,2802266820283904,16225178746401,7693159843005337600
4498,9,2006,17,1,2,3.0,98415,2.0,1,1,3,12.0,4,31.0,29688,4024036,9685512225,8072216216,953199685623375,16192865729296,1575426692076692545
4499,64,2002,13,1,2,4.0,111234,2.0,1,2,2,11.0,0,2.0,4092,4008004,12373002756,8024024008,1376298588560904,16064096064016,5517244610307182608
4500,354,2006,16,1,2,4.0,81137,4.0,1,1,2,11.0,2,19.0,7349,4024036,6583212769,8072216216,534142134438353,16192865729296,6445202214505544129
4501,314,2013,5,2,2,4.0,161230,2.0,1,1,3,12.0,4,3.0,9515,4052169,25995112900,8157016197,4191192052867000,16420073604561,-6783636043506999792
4502,170,2012,16,1,7,4.0,106939,2.0,1,2,2,11.0,8,18.0,5676,4048144,11435949721,8144865728,1222949027214019,16387469844736,1653737505273116529
4503,236,2018,14,1,2,4.0,88130,2.0,1,1,3,12.0,4,2.0,21131,4072324,7766896900,8217949832,684496623797000,16583822760976,4984455234100955152
4504,133,2016,34,1,2,4.0,221870,2.2066036342148028,1,1,2,8.545981681193677,2,32.0,6419,4064256,49226296900,8193540096,10921838493203000,16518176833536,6704832830998348304
4505,241,1999,13,2,1,3.887042178526604,169044,2.0,2,1,3,1.0,7,26.725070166749216,6286,3996001,28575873936,7988005999,4830580033637184,15968023992001,4923831962943860992
4506,9,2016,35,0,7,4.0,57835,2.0,1,2,2,12.0,0,26.725070166749216,19825,4064256,3344887225,8193540096,193451552657875,16518176833536,-7258473525741350991
4507,110,2012,13,1,7,4.0,123265,4.0,1,2,2,11.0,4,39.0,6504,4048144,15194260225,8144865728,1872920486634625,16387469844736,-8942129173207120383
4508,1,2013,13,1,2,3.0,253224,2.0,1,1,3,6.0,4,20.0,17370,4052169,64122394176,8157016197,16237329142823424,16420073604561,-1942493574911291392
4509,325,2009,27,2,7,4.0,160013,2.0,1,2,0,11.0,2,18.0,3657,4036081,25604160169,8108486729,4096998481122197,16289949838561,-8509768693737749615
4510,176,2017,17,1,1,4.0,6825,2.0,1,1,3,6.0,4,26.725070166749216,37432,4068289,46580625,8205738913,317912765625,16550975387521,2169754625390625
4511,256,2001,13,5,1,3.0,164889,2.0,2,1,3,6.0,3,12.0,37400,4004001,27188382321,8012006001,4483065172527369,16032024008001,1338370284483282401
4512,324,1997,25,2,7,4.0,248092,4.0,2,2,2,12.0,11,48.0,7234,3988009,61549640464,7964053973,15269973401994688,15904215784081,6775706137208054016
4513,298,2011,16,2,2,4.0,161702,2.0,1,0,3,12.0,3,39.0,4424,4044121,26147536804,8132727331,4228108996280408,16354914662641,1164150189281124624
4514,176,2008,16,0,2,3.887042178526604,80184,2.0,1,1,3,12.0,0,36.0,15904,4032064,6429473856,8096384512,515540931669504,16257540100096,4444645917568405504
4515,306,2013,34,1,2,4.0,76893,4.0,1,2,2,11.0,4,10.0,11194,4052169,5912533449,8157016197,454632434493957,16420073604561,-1935436361875267631
4516,282,2000,17,1,1,4.0,156167,2.0,1,1,3,1.0,0,7.0,17755,4000000,24388131889,8000000000,3808621392709463,16000000000000,4485166676553056609
4517,211,2005,34,1,7,4.0,173805,2.0,1,2,2,12.0,2,42.0,5818,4020025,30208178025,8060150125,5250332381635125,16160601000625,8643559978324871441
4518,5,2000,13,2,2,4.0,196997,2.0,1,1,3,6.0,4,28.0,8630,4000000,38807818009,8000000000,7645023724318973,16000000000000,-6586275424518508431
4519,201,2005,25,5,2,4.0,168304,2.0,2,0,0,9.0,4,36.0,10738,4020025,28326236416,8060150125,4767418893758464,16160601000625,9165674325613805568
4520,268,2005,35,0,1,4.0,31008,2.0,1,1,3,1.0,4,26.725070166749216,15416,4020025,961496064,8060150125,29814069952512,16160601000625,924474681087492096
4521,194,2004,23,1,2,4.0,141566,1.0,1,2,3,8.0,11,19.0,7135,4016016,20040932356,8048096064,2837114629909496,16128384512256,-4189399923842424816
4522,316,2012,25,0,2,4.0,64457,2.0,2,2,3,11.0,11,22.0,7076,4048144,4154704849,8144865728,267799810451993,16387469844736,-1185171691405438815
4523,162,2008,34,1,7,4.0,88549,2.0,1,2,3,0.0,2,32.0,7599,4032064,7840925401,8096384512,694306103333149,16257540100096,6139878922918355953
4524,268,2011,13,2,1,3.0,68561,2.0,1,1,3,1.0,4,32.0,32008,4044121,4700610721,8132727331,322278571642481,16354914662641,3648997076670588225
4525,316,1994,34,5,7,4.0,220390,4.0,1,2,3,12.0,3,26.725070166749216,7172,3976036,48571752100,7928215784,10704728445319000,15808862273296,-1968139370968196848
4526,40,2015,15,1,2,4.0,147008,2.0,1,2,2,11.0,11,39.0,1071,4060225,21611352064,8181353375,3177041644224512,16485427050625,5881936191418269696
4527,156,2017,16,1,2,3.0,58213,2.0,1,1,2,12.0,4,26.725070166749216,24874,4068289,3388753369,8205738913,197269499869597,16550975387521,-6963094677800701455
4528,371,2015,5,1,2,4.0,119122,4.0,1,1,2,12.0,2,25.0,11309,4060225,14190050884,8181353375,1690347241403848,16485427050625,-1556640720295886320
4529,258,2019,5,1,2,4.0,92833,2.0,2,1,2,12.0,4,19.0,26037,4076361,8617965889,8230172859,800031627373537,16616719002321,482359769129353857
4530,213,2014,13,1,2,4.0,101565,2.0,1,0,3,5.0,4,37.0,24887,4056196,10315449225,8169178744,1047688600537125,16452725990416,-4271971728704209071
4531,9,2009,5,1,2,4.0,204396,2.0,1,1,3,12.0,11,31.0,6400,4036081,41777724816,8108486729,8539199841491136,16289949838561,-7062396200985169664
4532,340,2013,20,1,7,4.0,148235,2.0,1,2,0,12.0,0,19.0,8150,4052169,21973615225,8157016197,3257258852877875,16420073604561,3224420139903458609
4533,205,2012,29,1,7,4.0,101812,2.0,1,2,2,11.0,3,39.0,5972,4048144,10365683344,8144865728,1055350952619328,16387469844736,-3233073254178287360
4534,324,2016,22,1,2,4.0,49546,2.0,1,2,3,7.0,2,48.0,35883,4064256,2454806116,8193540096,121625823823336,16518176833536,6026073067151005456
4535,50,2009,35,1,2,4.0,128991,2.0,2,2,0,12.0,2,42.0,10654,4036081,16638678081,8108486729,2146239724346271,16289949838561,144447177506568321
4536,224,2008,25,1,2,4.0,60701,2.0,1,2,2,5.0,11,37.0,8490,4032064,3684611401,8096384512,223659596652101,16257540100096,-4870382897330368815
4537,40,1998,34,1,7,4.0,65985,2.0,1,2,2,11.0,2,39.0,9041,3992004,4354020225,7976023992,287300024546625,15936095936016,510748045999499009
4538,159,2013,13,1,7,4.0,68529,1.0,1,2,2,12.0,0,4.0,17577,4052169,4696223841,8157016197,321827523599889,16420073604561,3607774291067241665
4539,211,2003,13,2,2,4.0,76232,2.0,1,2,2,11.0,0,26.725070166749216,3007,4012009,5811317824,8036054027,443008380359168,16096216216081,-3122073295879008256
4540,228,1988,25,2,2,4.0,99667,2.0,2,0,2,12.0,6,33.0,6197,3952144,9933510889,7856862272,990043229773963,15619442196736,6440918213333812241
4541,312,2001,35,2,2,4.0,196425,2.0,1,2,3,8.0,2,2.0,8449,4004001,38582780625,8012006001,7578622684265625,16032024008001,-5555309213598290271
4542,326,2011,13,1,1,3.887042178526604,162963,2.0,1,1,3,12.0,4,18.0,4372,4044121,26556939369,8132727331,4327798510390347,16354914662641,4294753847779156753
4543,346,2007,16,1,7,4.0,116922,2.0,1,1,3,6.0,9,14.0,4958,4028049,13670754084,8084294343,1598411909009448,16225178746401,2422076488107162896
4544,346,2008,35,1,7,3.887042178526604,205897,2.0,1,2,3,12.0,0,14.0,3796,4032064,42393574609,8096384512,8728709831269273,16257540100096,7880992979022996129
4545,95,2010,35,1,1,4.0,122546,2.0,2,1,3,6.0,4,7.0,10271,4040100,15017522116,8120601000,1840337265227336,16322408010000,4165041620034498064
4546,64,2012,17,1,1,4.0,25020,2.0,1,1,3,1.0,4,2.0,15553,4048144,626000400,8144865728,15662530008000,16387469844736,391876500800160000
4547,67,2017,13,2,1,3.0,13158,2.0,1,1,3,1.0,4,1.0,37412,4068289,173132964,8205738913,2278083540312,16550975387521,29975023223425296
4548,7,2016,35,1,7,4.0,166833,2.0,2,1,3,1.0,3,18.0,19872,4064256,27833249889,8193540096,4643504578731537,16518176833536,-73451712282655551
4549,235,1962,17,1,2,4.0,67140,2.0,1,0,3,1.0,0,26.725070166749216,15255,3849444,4507779600,7552609128,302652322344000,14818219109136,1873332848466608384
4550,54,2013,13,2,1,4.0,103079,2.0,1,1,3,12.0,4,42.0,17560,4052169,10625280241,8157016197,1095243261962039,16420073604561,2216115757527708385
4551,161,2015,37,0,7,4.0,49355,1.0,0,2,2,11.0,4,11.0,36527,4060225,2435916025,8181353375,120224635413875,16485427050625,5933686880851800625
4552,258,2019,5,1,2,4.0,8985,3.0,1,1,2,12.0,4,19.0,56055,4076361,80730225,8230172859,725361071625,16616719002321,6517369228550625
4553,325,2010,27,2,7,4.0,103180,2.0,1,2,3,11.0,8,18.0,7107,4040100,10646112400,8120601000,1098465877432000,16322408010000,2659244791176450304
4554,110,2003,25,1,2,4.0,108940,2.0,1,1,2,12.0,4,26.725070166749216,17177,4012009,11867923600,8036054027,1292891596984000,16096216216081,-6726342014239452928
4555,187,2007,22,5,2,4.0,115192,2.0,1,1,2,12.0,4,26.725070166749216,14320,4028049,13269196864,8084294343,1528505325157888,16225178746401,-8395855321508081664
